kind,group,title,source,output,lines,chars,dimensions,concepts,sha1
书籍章节,246_The New Architecture and the Bauhaus (Walter Gropius,The New Architecture and the Bauhaus,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\246_The New Architecture and the Bauhaus (Walter Gropius\02_The New Architecture and the Bauhaus.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\246_The New Architecture and the Bauhaus (Walter Gropius\02_The New Architecture and the Bauhaus_知识体系分析.md,393,66577,人物机构与案例网络；设计本体与问题域；材料媒介与形式语言；历史语境与社会机制,广义设计；功能主义；系统集成；标准化；符号系统；创造性；研究范式,f878a71e2ac9316e9da78073415ff8c0adf81989
书籍章节,246_The New Architecture and the Bauhaus (Walter Gropius,THE NEW ARCHITECTURE AND THE BAUHAUS Walter Gropius,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\246_The New Architecture and the Bauhaus (Walter Gropius\03_THE NEW ARCHITECTURE AND THE BAUHAUS Walter Gropius.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\246_The New Architecture and the Bauhaus (Walter Gropius\03_THE NEW ARCHITECTURE AND THE BAUHAUS Walter Gropius_知识体系分析.md,11,728,人物机构与案例网络；历史语境与社会机制；设计本体与问题域；技术思维与制造逻辑,,6c926b2da86ee04109455bf91bca711ebdd295f3
书籍章节,247_The Non-Objective World The Manifesto of Suprematism (Kasimi,The Non-Objective World The Manifesto of Suprematism (Kasimir Malevich),C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\247_The Non-Objective World The Manifesto of Suprematism (Kasimi\01_全文.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\247_The Non-Objective World The Manifesto of Suprematism (Kasimi\01_全文_知识体系分析.md,801,96154,材料媒介与形式语言；人物机构与案例网络；设计本体与问题域；历史语境与社会机制,功能主义；系统集成；视觉传达；符号系统；创造性；研究范式,f4d9e93fa7fe9f9bdca06d35e2fcb7d33ce5c22a
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\00_前言与目录_知识体系分析.md,2795,793197,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,功能主义；系统集成；标准化；视觉传达；符号系统；社会分工；创造性；研究范式,64589bae82e41d18f6e3dedc481a2d85104b3feb
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 1. THE PorCElAin CiT y,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\01_CHAPTEr 1. THE PorCElAin CiT y.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\01_CHAPTEr 1. THE PorCElAin CiT y_知识体系分析.md,209,4793,历史语境与社会机制；材料媒介与形式语言；设计本体与问题域；技术思维与制造逻辑,符号系统；研究范式,ad2348c2d795e847b301e445ebf6e34bda896d08
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 2. THE SECrETS oF PorCElAin,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\02_CHAPTEr 2. THE SECrETS oF PorCElAin.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\02_CHAPTEr 2. THE SECrETS oF PorCElAin_知识体系分析.md,261,5350,人物机构与案例网络；设计本体与问题域；材料媒介与形式语言；历史语境与社会机制,,560fd94a6d99596999c76cd35c29f40664a2495c
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 3. THE CrEATion oF PorCElAin,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\03_CHAPTEr 3. THE CrEATion oF PorCElAin.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\03_CHAPTEr 3. THE CrEATion oF PorCElAin_知识体系分析.md,139,3352,设计本体与问题域；历史语境与社会机制；材料媒介与形式语言；人物机构与案例网络,符号系统,476ea3348b2188f7c571932541586967ddcfef1c
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 4. THE CUlTUrE oF PorCElAin in CHinA,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\04_CHAPTEr 4. THE CUlTUrE oF PorCElAin in CHinA.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\04_CHAPTEr 4. THE CUlTUrE oF PorCElAin in CHinA_知识体系分析.md,291,6008,设计本体与问题域；人物机构与案例网络；历史语境与社会机制；材料媒介与形式语言,符号系统,a634a134f47de6e72bf9906f156530b29348085f
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 5. THE CrEATion oF blUE-And-WHiTE PorCElAin,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\05_CHAPTEr 5. THE CrEATion oF blUE-And-WHiTE PorCElAin.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\05_CHAPTEr 5. THE CrEATion oF blUE-And-WHiTE PorCElAin_知识体系分析.md,237,6000,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,符号系统,1ce7434aac9adf9da92cb680680796967abbf0b2
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 6. THE PriMACy oF CHinESE PorCElAin,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\06_CHAPTEr 6. THE PriMACy oF CHinESE PorCElAin.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\06_CHAPTEr 6. THE PriMACy oF CHinESE PorCElAin_知识体系分析.md,247,5102,历史语境与社会机制；技术思维与制造逻辑；人物机构与案例网络；设计本体与问题域,系统集成,243039157ce09de0583919569fd60d5085a49729
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 7. THE TriUMPH oF CHinESE PorCElAin,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\07_CHAPTEr 7. THE TriUMPH oF CHinESE PorCElAin.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\07_CHAPTEr 7. THE TriUMPH oF CHinESE PorCElAin_知识体系分析.md,245,7247,人物机构与案例网络；设计本体与问题域；历史语境与社会机制；技术思维与制造逻辑,,9c4d5df779056cdb1eb2dc75aebd8b60168c8e6e
书籍章节,248_The pilgrim art cultures of porcelain in world history (Finl,CHAPTEr 8. THE dEClinE And FAll oF CHinESE PorCElAin,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\248_The pilgrim art cultures of porcelain in world history (Finl\08_CHAPTEr 8. THE dEClinE And FAll oF CHinESE PorCElAin.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\248_The pilgrim art cultures of porcelain in world history (Finl\08_CHAPTEr 8. THE dEClinE And FAll oF CHinESE PorCElAin_知识体系分析.md,4091,229924,历史语境与社会机制；人物机构与案例网络；设计本体与问题域；材料媒介与形式语言,功能主义；系统集成；视觉传达；符号系统；社会分工；研究范式,1872141e975cc2c429c8de28ab0ba79604acac0c
书籍章节,"249_The poster a worldwide survey and history (Weill, Alain, 194",前言与目录,"C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\249_The poster a worldwide survey and history (Weill, Alain, 194\00_前言与目录.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\249_The poster a worldwide survey and history (Weill, Alain, 194\00_前言与目录_知识体系分析.md",259,18402,历史语境与社会机制；人物机构与案例网络；材料媒介与形式语言；设计本体与问题域,功能主义；符号系统；创造性；研究范式,7047caa8133cbbcd7544de8e1e5c3cedeac48c5f
书籍章节,"249_The poster a worldwide survey and history (Weill, Alain, 194",11. Anonymous: French umbrella maker's poster from the 18th century.,"C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\249_The poster a worldwide survey and history (Weill, Alain, 194\01_11. Anonymous_ French umbrella maker's poster from the 18th century.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\249_The poster a worldwide survey and history (Weill, Alain, 194\01_11. Anonymous_ French umbrella maker's poster from the 18th century_知识体系分析.md",531,56691,材料媒介与形式语言；人物机构与案例网络；设计本体与问题域；历史语境与社会机制,功能主义；标准化；符号系统；研究范式,1494d06884839fa31af22034e7b6c2adb381a81f
书籍章节,"249_The poster a worldwide survey and history (Weill, Alain, 194",86. Henri Ottevaere: Exhibition of the group Pour l'Art. 1894.,"C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\249_The poster a worldwide survey and history (Weill, Alain, 194\02_86. Henri Ottevaere_ Exhibition of the group Pour l'Art. 1894.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\249_The poster a worldwide survey and history (Weill, Alain, 194\02_86. Henri Ottevaere_ Exhibition of the group Pour l'Art. 1894_知识体系分析.md",8962,530041,人物机构与案例网络；材料媒介与形式语言；历史语境与社会机制；设计本体与问题域,广义设计；功能主义；系统集成；标准化；视觉传达；符号系统；创造性；研究范式,fb9e87a6f06f9f003a40ef19e40df912b573f580
书籍章节,250_The Poster In History,che POSTER IN HISTORY NEW CONCISE N A L EDITION,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\01_che POSTER IN HISTORY NEW CONCISE N A L EDITION.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\01_che POSTER IN HISTORY NEW CONCISE N A L EDITION_知识体系分析.md,25,1659,历史语境与社会机制；人物机构与案例网络；设计本体与问题域,,514ea73a4eaffb29299ea75cbb2b97e6d56bf518
书籍章节,250_The Poster In History,he POSTER IN HISTORY,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\02_he POSTER IN HISTORY.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\02_he POSTER IN HISTORY_知识体系分析.md,61,694,历史语境与社会机制；材料媒介与形式语言；设计本体与问题域,,18929bd136bd95ba1bc918e829349ebd41f4922c
书籍章节,250_The Poster In History,"1789-1848 From the Bastille to the ""Industrial Wonders""",C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\03_1789-1848 From the Bastille to the _Industrial Wonders.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\03_1789-1848 From the Bastille to the _Industrial Wonders_知识体系分析.md,338,29423,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,功能主义；符号系统,994d31b0129535186270a0e934b3d2de87849d8a
书籍章节,250_The Poster In History,1848-1898 The Triumph of the Middle Class,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\04_1848-1898 The Triumph of the Middle Class.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\04_1848-1898 The Triumph of the Middle Class_知识体系分析.md,194,17198,历史语境与社会机制；技术思维与制造逻辑；设计本体与问题域；人物机构与案例网络,标准化；符号系统；社会分工,5e7e8578948940a56c5520bdca2ed9fee1106dea
书籍章节,250_The Poster In History,Citoyenne ASTIE DE VALSAYRE,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\05_Citoyenne ASTIE DE VALSAYRE.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\05_Citoyenne ASTIE DE VALSAYRE_知识体系分析.md,121,9165,历史语境与社会机制；人物机构与案例网络；材料媒介与形式语言；设计本体与问题域,符号系统,78f7cf76642f37edbf00d4dbf49110e16e472a4f
书籍章节,250_The Poster In History,1898-1914 The Products of the Belle Époque,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\06_1898-1914 The Products of the Belle Époque.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\06_1898-1914 The Products of the Belle Époque_知识体系分析.md,95,9421,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,系统集成；符号系统,a694336a44c5870df77439a2f9486bda3a1bfaa8
书籍章节,250_The Poster In History,VIVENT LES JUIFS A bas Bellelle,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\07_VIVENT LES JUIFS A bas Bellelle.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\07_VIVENT LES JUIFS A bas Bellelle_知识体系分析.md,678,59740,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,功能主义；系统集成；视觉传达；符号系统,89511bb8be9f9b6e5513345031461a1dab695018
书籍章节,250_The Poster In History,Woens RoyAL NAvALSERvICE,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\08_Woens RoyAL NAvALSERvICE.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\08_Woens RoyAL NAvALSERvICE_知识体系分析.md,208,19980,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；技术思维与制造逻辑,系统集成；视觉传达；符号系统,b986fb4b0e584c47d3cbd15667773fe4b76a0ad5
书籍章节,250_The Poster In History,1914-1924 Images of War and Revolution,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\09_1914-1924 Images of War and Revolution.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\09_1914-1924 Images of War and Revolution_知识体系分析.md,202,16232,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,功能主义；系统集成；视觉传达；符号系统,fc383340234ec3b0b75aea3926c1ab61f1a26487
书籍章节,250_The Poster In History,Denkt an Eure Kinder!,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\10_Denkt an Eure Kinder!.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\10_Denkt an Eure Kinder!_知识体系分析.md,174,15111,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；技术思维与制造逻辑,系统集成；符号系统,0bfe529a379e81bfac25ddd613ca94d8a40710d7
书籍章节,250_The Poster In History,1925-1945 Propaganda and Ideology,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\11_1925-1945 Propaganda and Ideology.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\11_1925-1945 Propaganda and Ideology_知识体系分析.md,104,10958,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,标准化；符号系统；研究范式,a859fdba7b290d12b670049282145a65a8932a07
书籍章节,250_The Poster In History,DAT CaliGA ADINEZ ArI DES,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\12_DAT CaliGA ADINEZ ArI DES.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\12_DAT CaliGA ADINEZ ArI DES_知识体系分析.md,260,21057,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,符号系统,649061e88fd958ea8392d49a1d75d66996ab384a
书籍章节,250_The Poster In History,"POPULATIONS abandonnées,","C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\13_POPULATIONS abandonnées,.md","C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\13_POPULATIONS abandonnées,_知识体系分析.md",87,4807,历史语境与社会机制；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,,b7814ec8b2c4db1c2b4574a24bbf34d67e2886f1
书籍章节,250_The Poster In History,PEUPLEd PARIS,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\14_PEUPLEd PARIS.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\14_PEUPLEd PARIS_知识体系分析.md,33,3102,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,符号系统,5659ee2d6774392022cdf9de429c38d273ad5a43
书籍章节,250_The Poster In History,1950-1970 Words and Images,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\15_1950-1970 Words and Images.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\15_1950-1970 Words and Images_知识体系分析.md,240,24995,历史语境与社会机制；设计本体与问题域；材料媒介与形式语言；人物机构与案例网络,系统集成；符号系统,c005631301115f68b1944869576df52cd8789891
书籍章节,250_The Poster In History,The Development of Poster Art,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\16_The Development of Poster Art.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\16_The Development of Poster Art_知识体系分析.md,412,33374,人物机构与案例网络；历史语境与社会机制；设计本体与问题域；材料媒介与形式语言,功能主义；系统集成；视觉传达；符号系统,affa27e37c2f9aa76cae4de5bfca4bb190b3f82c
书籍章节,250_The Poster In History,Picture Credits,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\250_The Poster In History\17_Picture Credits.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\250_The Poster In History\17_Picture Credits_知识体系分析.md,30,1495,设计本体与问题域；人物机构与案例网络；历史语境与社会机制；材料媒介与形式语言,,b13046ea20d702a9b3a986fa18693c9c587bf8b0
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,前言与目录,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\00_前言与目录.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\00_前言与目录_知识体系分析.md,458,23493,人物机构与案例网络；材料媒介与形式语言；方法过程与研究范式；设计本体与问题域,符号系统；研究范式,fc500a6b737927dafdccc6fcf9ee89d320b23890
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,PART III.,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\01_PART III.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\01_PART III_知识体系分析.md,174,9101,材料媒介与形式语言；技术思维与制造逻辑；设计本体与问题域；人物机构与案例网络,研究范式,dd0382e0238d6c1a80921cac337f1cc1e54aa734
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER L,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\02_CHAPTER L.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\02_CHAPTER L_知识体系分析.md,288,19611,材料媒介与形式语言；设计本体与问题域；人物机构与案例网络；方法过程与研究范式,符号系统,489f649ae62ce3f3a2006a1d35d96785ba76a8a1
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER IV.,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\03_CHAPTER IV.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\03_CHAPTER IV_知识体系分析.md,93,3664,设计本体与问题域；材料媒介与形式语言,,c85a7e3508fbe1902b7579427f684cbf5c611c16
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER VL,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\04_CHAPTER VL.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\04_CHAPTER VL_知识体系分析.md,63,3044,设计本体与问题域；人物机构与案例网络,,f1543d08ecf822497ce739c3c0f035f0f1d769c8
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER VIII,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\05_CHAPTER VIII.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\05_CHAPTER VIII_知识体系分析.md,29,2049,人物机构与案例网络；材料媒介与形式语言；设计本体与问题域,,582e7307fe8f441bf89161e30621e06bbafd24ff
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER IX.,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\06_CHAPTER IX.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\06_CHAPTER IX_知识体系分析.md,109,4770,材料媒介与形式语言；设计本体与问题域；历史语境与社会机制,,07628bc29431b90d64a630b86b8851f9cf0d3da7
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER L,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\07_CHAPTER L.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\07_CHAPTER L_知识体系分析.md,109,8384,人物机构与案例网络；方法过程与研究范式；设计本体与问题域；历史语境与社会机制,研究范式,f8d754cca491e84d71468151364ecae12e00152a
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER I,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\08_CHAPTER I.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\08_CHAPTER I_知识体系分析.md,1238,77934,材料媒介与形式语言；人物机构与案例网络；设计本体与问题域；技术思维与制造逻辑,视觉传达；符号系统；研究范式,8f90480ce2e4765347b4e5fe30907087267ac08b
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER L,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\09_CHAPTER L.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\09_CHAPTER L_知识体系分析.md,293,21471,设计本体与问题域；材料媒介与形式语言；人物机构与案例网络；历史语境与社会机制,符号系统,a7c8cc778030484148b9a3245dfa355c53229db6
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER II.,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\10_CHAPTER II.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\10_CHAPTER II_知识体系分析.md,57,4318,方法过程与研究范式；技术思维与制造逻辑；材料媒介与形式语言；人物机构与案例网络,符号系统,850f24844d99995de31b375e6a14b995690e8ac2
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER I.,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\11_CHAPTER I.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\11_CHAPTER I_知识体系分析.md,81,9328,方法过程与研究范式；人物机构与案例网络；设计本体与问题域；材料媒介与形式语言,符号系统,a7795617ade2c547faf4a426274d57d9b03b0c63
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER I,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\12_CHAPTER I.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\12_CHAPTER I_知识体系分析.md,245,29208,方法过程与研究范式；设计本体与问题域；人物机构与案例网络；材料媒介与形式语言,符号系统,78bd6edb3ecd6ba4d3e88dc128b99bfbcab39d77
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER L,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\13_CHAPTER L.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\13_CHAPTER L_知识体系分析.md,23,1094,材料媒介与形式语言；人物机构与案例网络；历史语境与社会机制；技术思维与制造逻辑,,b9b4ea61e3b4332858bbbcd80d39e8a7759e0433
书籍章节,251_The Principles of Harmony and Contrast of Colors And Their A,CHAPTER II.,C:\Users\lenovo\Documents\Codex\2026-05-29\书籍专著\_章节拆分\251_The Principles of Harmony and Contrast of Colors And Their A\14_CHAPTER II.md,C:\Users\lenovo\Documents\Codex\2026-05-29\层级知识体系分析输出\书籍专著章节\251_The Principles of Harmony and Contrast of Colors And Their A\14_CHAPTER II_知识体系分析.md,155,7759,设计本体与问题域；人物机构与案例网络；历史语境与社会机制；方法过程与研究范式,,56034b20233f007fce9ba592e0da1b0a0551b0b8
